"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","infraspecificEpithet","coordinateUncertaintyInMeters","occurrenceRemarks","distanceFromCentroidInMeters","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","institutionKey","preparations","recordNumber","informationWithheld","institutionID","nomenclaturalCode","county","disposition","ownerInstitutionCode","identificationRemarks","gadm","projectId","individualCount","elevation","elevationAccuracy","collectionKey","habitat","dataGeneralizations","http...unknown.org.recordID","municipality","locality","locationRemarks","rights","accessRights","higherClassification","collectionID","reproductiveCondition","previousIdentifications","networkKeys","verbatimElevation","higherGeography","georeferenceProtocol","island","otherCatalogNumbers","http...unknown.org.recordEnteredBy","verbatimTaxonRank","georeferenceRemarks","language","type","lifeStage","islandGroup","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","eventRemarks","fieldNumber","dynamicProperties","georeferencedDate","associatedOccurrences","associatedTaxa","identificationQualifier","eventID","locationID","organismID","typeStatus","media_url"
"2270678188","Pimenta racemosa var. racemosa",19.269908,-69.19897,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.707+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223907,6,7707728,220,690,5014,3186060,3186096,7223907,"Pimenta racemosa var. racemosa","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA","Samana",1994,9,28,"1994-09-28",271,271,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.707+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767279","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"767279","none","none",FALSE,NA,"J. Salazar; B. Peguero, A. Veloz",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"767279",NA,NA,NA,"Plants","2270678188","7680b44c-1db8-4e45-a135-e9a190ce049c","51649","ASU0056954","ASU",NA,NA,NA,"Pimenta racemosa var. racemosa","racemosa",3036,"Arbol de 7.0m, pequenos frutos, hojas muy aromaticas. Llamado Berron y Canelilla, es utilizada la hoja como medicinal.",NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","Creciendo en el patio de una casa.",NA,"7680b44c-1db8-4e45-a135-e9a190ce049c",NA,"Peninsula de Samana, Arroyo El Cabo, Las Galeras.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta|Pimenta racemosa","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,"242158","marisin","var.",NA,NA,NA,NA,NA,"ksanderford","reviewed - high confidence","georef batch tool 2012-07-05; GeoLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056954_lg.jpg"
"2572992854","Pimenta racemosa (Mill.) J.W.Moore",15.219547,-61.349142,"cdc,inmafu","e42c4be9-dc6d-466b-8df2-60ac8c47fadd","fee1eb85-53bb-4edb-91cc-de55f11b3cee","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T17:08:10.802+00:00","2024-08-01T17:16:26.323+00:00",222,"PRESERVED_SPECIMEN","PRESENT",3186096,6,7707728,220,690,5014,3186060,3186096,3186096,"Pimenta racemosa (Mill.) J.W.Moore","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","SPECIES","ACCEPTED","LC","1993-01-01T00:00:00","NORTH_AMERICA","Saint Mark",1993,3,15,"1993-03-15",74,74,"2023-07-16T07:02:03.000+00:00","2024-08-01T17:16:26.323+00:00","https://nansh.org/portal/collections/individual/index.php?occid=15465874","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"15465874","none","none",TRUE,NA,"Hill, S. R.","SRH","WGS84","Magnoliopsida","DM","none","none","LATIN_AMERICA","Dominica","NORTH_AMERICA","University of Vermont","15465874",NA,"15 March 1993",NA,NA,"2572992854","1bbf02b1-97fc-4ea5-962b-8923b5708201","51132","UVMVT231636","VT",NA,NA,NA,"Pimenta racemosa (Mill.) J.W.Moore",NA,301,"Occasional; Anise-scented; tree 20-30’ tall, bark with pale and dark patches like Platanus",NA,NA,NA,NA,NA,"5c317c20-a640-4f0d-853c-ce104d3241df",NA,"24804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,"fdc6f4b1-6ba7-4e70-aa42-6c48df77790e","Dry coastal forest. Ridgeline",NA,"1bbf02b1-97fc-4ea5-962b-8923b5708201",NA,"Morne Fous. Petit Coulibri Estate, south tip of island.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta","58ab88f3-0034-461c-9c44-9e525c4d360f",NA,NA,NA,"1000 ft",NA,NA,NA,NA,"O'Neill, E. E. O.",NA,NA,NA,NA,NA,NA,NA,NA,"GeoLocate",NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://nansh.org/portal/collections/individual/index.php?guid=51dd622d-8b94-4505-a13c-42bd0ff34292",NA,NA,NA,NA,NA,NA,"http://nansh.org/imglib/storage/vt/vplants/UVMVT231/UVMVT231636_lg.jpg"
"2270680682","Pimenta racemosa var. grisea (Kiaersk.) Fosberg",18.0583,-71.325,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.606+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186102,6,7707728,220,690,5014,3186060,3186096,3186102,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA","Barahona",1993,6,9,"1993-06-09",160,160,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.606+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767344","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"767344","none","none",FALSE,NA,"R. Garcia; F. Jimenez, G. Caminero",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"767344",NA,NA,NA,"Plants","2270680682","1bcfb0d5-ed1b-4747-88a8-658a2155e54c","51646","ASU0056943","ASU",NA,NA,NA,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","grisea",NA,"Arbol 6m de alto, estambres blancos, frutos jovenes.",NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"4889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","Bosque latifoliado con un remanente de vegetacion original, a orilla de un camino que va hacia la Sabana del Maniel.",NA,"1bcfb0d5-ed1b-4747-88a8-658a2155e54c",NA,"Sierra de Bahoruco. Enriquillo N del poblado Higuero, en el lugar llamado EL Maniel Viejo.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta|Pimenta racemosa","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers and fruit",NA,NA,NA,NA,NA,NA,"242170","marisin","var.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Drypetes|ecologicallyOccursWith: Eugenia|ecologicallyOccursWith: Prunus",NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056943_lg.jpg"
"2270680161","Pimenta racemosa var. racemosa",22.4076,-83.8473,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.644+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223907,6,7707728,220,690,5014,3186060,3186096,7223907,"Pimenta racemosa var. racemosa","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA","Pinar del Rio",1993,8,12,"1993-08-12",224,224,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.644+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767280","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"767280","none","none",FALSE,NA,"A. Urquiola; R. Novo, E. Palacios, M. Luis","A. Urquiola.","WGS84","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","NORTH_AMERICA",NA,"767280",NA,NA,NA,"Plants","2270680161","2a71a528-0825-4b8d-8a60-c9759c65027d","51649","ASU0056953","ASU",NA,NA,NA,"Pimenta racemosa var. racemosa","racemosa",50000,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"7845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","Bosque sobre suelo de mal drenaje.",NA,"2a71a528-0825-4b8d-8a60-c9759c65027d",NA,"A la entrada de Los Pretiles, Mantua.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta|Pimenta racemosa","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,"225869","marisin","var.",NA,NA,NA,NA,NA,"jssharpe","reviewed - high confidence","georef batch tool 2012-07-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056953_lg.jpg"
"1928797219","Pimenta racemosa (Mill.) J.W.Moore",18.074,-66.9042,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:47.825+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3186096,6,7707728,220,690,5014,3186060,3186096,3186096,"Pimenta racemosa (Mill.) J.W.Moore","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Yauco",1992,5,25,"1992-05-25",146,146,NA,"2024-07-21T05:13:47.825+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015579","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"48b48eca-9313-444b-802c-6c758239d074","none","none",TRUE,"Vascular plants","F. S. Axelrod|P. Chavez",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","48b48eca-9313-444b-802c-6c758239d074",NA,"25 May 1992",NA,"NY","1928797219","48b48eca-9313-444b-802c-6c758239d074",NA,"946476","NY",NA,NA,NA,"Pimenta racemosa (Mill.) J.W.Moore",NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","4549",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","Dry scrub forest.",NA,NA,NA,"Susúa Foreast Reserve, along trail up slope E of Río Loco across from Reserve office.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"492-984 ft",NA,NA,NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,"U.S. Geological Survey. Sabana Grande, P.R. [map]. 1:20,000. N1800–W6652.5. 7.5 Minute Series. U.S. Department of the Interior, USGS, 1966",NA,NA,NA,"2009-06-02",NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/204/285/v-247-00946476.jpg"
"1930407178","Pimenta racemosa var. grisea (Kiaersk.) Fosberg",18.13823,-66.96968,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:32.264+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3186102,6,7707728,220,690,5014,3186060,3186096,3186102,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA",NA,1992,6,6,"1992-06-06",158,158,NA,"2024-07-21T05:14:32.264+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015750","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"bab41ada-acdf-48ec-8dda-45e6b44e8ed6","none","none",TRUE,"Vascular plants","F. S. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","bab41ada-acdf-48ec-8dda-45e6b44e8ed6",NA,"06 Jun 1992",NA,"NY","1930407178","bab41ada-acdf-48ec-8dda-45e6b44e8ed6",NA,"946472","NY",NA,NA,NA,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","grisea",1000,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","4622",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,NA,NA,NA,NA,NA,NA,625,25,"b2190553-4505-4fdd-8fff-065c8ca26f72","Moist mountain forest.",NA,NA,NA,"Sabana Grande. Maricao Forest Reserve, along Rt 362 beyond Campamento and along Sendero Santana (up ridge).",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"1969-2133 ft",NA,NA,NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,"Google Earth",NA,NA,NA,"2008-06-25",NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/204/281/v-247-00946472.jpg"
"1930686683","Pimenta racemosa (Mill.) J.W.Moore",15.37,-61.25,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:14.355+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3186096,6,7707728,220,690,5014,3186060,3186096,3186096,"Pimenta racemosa (Mill.) J.W.Moore","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA",NA,1992,6,2,"1992-06-02",154,154,"2016-09-27T03:55:00.000+00:00","2024-07-21T05:16:14.355+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1689059","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"ce7cb806-af5a-491f-8af1-7b2b4892193c","none","none",FALSE,"Vascular plants","E. Stijfhoorn",NA,"WGS84","Magnoliopsida","DM","none","none","LATIN_AMERICA","Dominica","NORTH_AMERICA","The New York Botanical Garden","ce7cb806-af5a-491f-8af1-7b2b4892193c",NA,"02 Jun 1992",NA,"NY","1930686683","ce7cb806-af5a-491f-8af1-7b2b4892193c",NA,"00041369","NY",NA,NA,NA,"Pimenta racemosa (Mill.) J.W.Moore",NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","812",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,NA,NA,NA,"none",NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"49 ft",NA,NA,NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/482/873/00041369.jpg"
"2270681792","Pimenta racemosa var. grisea (Kiaersk.) Fosberg",18.15,-68.65,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.758+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186102,6,7707728,220,690,5014,3186060,3186096,3186102,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA","Altagracia",1992,7,23,"1992-07-23",205,205,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.758+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767348","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"767348","none","none",FALSE,NA,"R. Garcia; N. Ramirez",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"767348",NA,NA,NA,"Plants","2270681792","6d0b7ef6-26a8-4dc0-ac61-d966924f9418","51646","ASU0056938","ASU",NA,NA,NA,"Pimenta racemosa var. grisea (Kiaersk.) Fosberg","grisea",NA,"Arbol, 6m de alto; fruto verde.",NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"4081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,"6d0b7ef6-26a8-4dc0-ac61-d966924f9418",NA,"Isla Saona. Apro. 2 horas caminando a pies hacia el Norte de Mano Juan.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta|Pimenta racemosa","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruits",NA,NA,NA,NA,NA,NA,"221009","marisin","var.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Gyminda|ecologicallyOccursWith: Sideroxylon|ecologicallyOccursWith: Eugenia|ecologicallyOccursWith: Amyris",NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056938_lg.jpg"
"3344480709","Pimenta racemosa (Mill.) J.W.Moore",15.5761,-61.4545,"cdc,gass84,inmafu","0fd9d08c-63c4-4b9a-8d0f-15a6202d88e2","a56a5876-198a-4fc0-89be-df951637a0e2","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T17:20:51.114+00:00","2024-08-01T17:22:07.529+00:00",160,"PRESERVED_SPECIMEN","PRESENT",3186096,6,7707728,220,690,5014,3186060,3186096,3186096,"Pimenta racemosa (Mill.) J.W.Moore","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Saint John",1991,3,15,"1991-03-15",74,74,"2013-05-17T15:59:38.000+00:00","2024-08-01T17:22:07.529+00:00","https://sernecportal.org/portal/collections/individual/index.php?occid=24529949","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"24529949","none","none",TRUE,NA,"Steven R. Hill","Steven R. Hill","WGS84","Magnoliopsida","DM","none","none","LATIN_AMERICA","Dominica","NORTH_AMERICA",NA,"24529949",NA,NA,NA,NA,"3344480709","762f9122-b144-4048-bc6a-e822c3ebb4b5","51132","CLEMS0079892","CLEMS",NA,NA,NA,"Pimenta racemosa (Mill.) J.W.Moore",NA,NA,NA,NA,NA,NA,NA,NA,"d01ed098-8de5-4db3-9a5c-d303c5663380",NA,"22012",NA,NA,NA,"Saint John",NA,NA,NA,NA,NA,NA,NA,NA,"74354c9d-328c-4698-8b3d-6e2db8bc824f",NA,NA,"762f9122-b144-4048-bc6a-e822c3ebb4b5",NA,"Saint John",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta","81b5c57b-5f26-423f-93b6-d4dc434fe707",NA,NA,NA,NA,NA,NA,NA,"39473","ddamrel",NA,"copied from duplicate USF","en",NA,"Mature",NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://sernecportal.org/portal/collections/individual/index.php?guid=b98887df-ab65-406b-ac73-a1b91b5a2710 | herbariumSpecimenDuplicate: https://sernecportal.org/portal/collections/individual/index.php?guid=623C3A03-F0B4-49AE-BA84-38D9D53C5BB5 | herbariumSpecimenDuplicate: https://sernecportal.org/portal/collections/individual/index.php?guid=dc8394a5-f54d-4199-9b1c-72e29a95fb64",NA,NA,NA,NA,NA,NA,"https://sernecportal.org/imglib/seinet/sernec/CLEMS/CLEMS0079/CLEMS0079892.jpg"
"2270680791","Pimenta racemosa var. racemosa",18.8833,-71.05,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.776+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223907,6,7707728,220,690,5014,3186060,3186096,7223907,"Pimenta racemosa var. racemosa","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta racemosa","Pimenta","racemosa","VARIETY","ACCEPTED",NA,NA,"NORTH_AMERICA","El Seibo",1991,5,11,"1991-05-11",131,131,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.776+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767274","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"767274","none","none",TRUE,NA,"T. Zanoni; F. Jimenez",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"767274",NA,NA,NA,"Plants","2270680791","df6122fa-6e63-4b80-8a60-ebd7a3a94594","51649","ASU0056961","ASU",NA,NA,NA,"Pimenta racemosa var. racemosa","racemosa",NA,"Arbol 10m; corola y estambres blancos; cultivada por sus hojas aromaticas. N/V: 'bay rum'",NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"45201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","Bosque latifoliado.",NA,"df6122fa-6e63-4b80-8a60-ebd7a3a94594",NA,"En la ciudad de Miches, en un patio de casa en la esquina mordestana del cruce de las calles 16 de Agosto y Mella.",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Pimenta|Pimenta racemosa","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,"242164","marisin","var.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056961_lg.jpg"
