"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","identificationRemarks","elevation","institutionKey","collectionKey","otherCatalogNumbers","habitat","http...unknown.org.recordID","georeferenceRemarks","locality","rights","occurrenceRemarks","higherClassification","collectionID","associatedOccurrences","recordNumber","dynamicProperties","http...unknown.org.recordEnteredBy","reproductiveCondition","verbatimElevation","preparations","institutionID","nomenclaturalCode","language","type","georeferenceSources","networkKeys","individualCount","lifeStage","gadm","higherGeography","county","georeferencedDate","island","locationRemarks","ownerInstitutionCode","islandGroup","elevationAccuracy","http...unknown.org.license","http...unknown.org.rightsHolder","http...unknown.org.CatalogNumberNumeric","typeStatus","typifiedName","media_url"
"3762880360","Eugenia borinquensis Britton",18.30183,-65.79465,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:23.181+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,2008,12,12,"2008-12-12",347,347,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:23.181+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29220566","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"29220566","none","none",FALSE,NA,NA,NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"29220566",NA,"12/12/2008",NA,"Plants","3762880360","39b2234f-9db1-4aae-88a6-c370d704f3e0","47774","ASU0321309","ASU",NA,NA,NA,"Eugenia borinquensis Britton",NA,910,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","CSP09091","Subtropical Premontane Rain Forest, soil order: Inceptisol","39b2234f-9db1-4aae-88a6-c370d704f3e0","MAP: 6096, MAT: 21.3","Mt. Britton","http://creativecommons.org/licenses/by-nc/3.0/","Tree","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP09/CSP09091_lg.jpg"
"2270467066","Eugenia borinquensis Britton",18.2983,-65.79,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.879+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,2001,8,12,"2001-08-12",224,224,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.879+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110724","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"1110724","none","none",TRUE,NA,"Andrew Salywon; Neil Snow, F. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"1110724",NA,NA,NA,"Plants","2270467066","2b4fb6f1-fd00-4e1d-8508-02c28878c268","47774","ASU0009868","ASU",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","240405",NA,"2b4fb6f1-fd00-4e1d-8508-02c28878c268",NA,"Mpio. de Rio Grande. Caribbean National Forest, Mt. Britton, Vereda trail, vicinity of lookout tower and adjacent ridgelines.","http://creativecommons.org/licenses/by-nc/3.0/","Most trees 3-7m tall growing on windswept ridge. Calyx lobes dimorphic, cream colored tinged with red. Petals, anthers, filaments and style all white. Petals with a sweet taste reminiscent of allspice. Bark grayish, rough, occassionally flaking.","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=99ba074c-8fef-4cd0-ad84-2026a07ad3f7","1255","Most trees 3-7 m tall growing on windswept ridge. Calyx lobes dimorphic, cream colored tinged with red. Petals, anthers, filaments and style all white. Petals with a sweet taste reminiscent of allspice. Bark grayish, rough, occassionally flaking.","marisin","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009868a_lg.jpg"
"1928528939","Eugenia borinquensis Britton",18.12,-66.08,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:37.621+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE","1990-01-01T00:00:00",NA,"NORTH_AMERICA",NA,1990,3,17,"1990-03-17",76,76,NA,"2024-07-21T05:13:37.621+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998333","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"35cb523f-ec5b-40d6-b543-dbec8271efea","none","none",FALSE,"Vascular plants","B. M. Boom","M. L. Kawasaki","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","35cb523f-ec5b-40d6-b543-dbec8271efea",NA,"17 Mar 1990",NA,"NY","1928528939","35cb523f-ec5b-40d6-b543-dbec8271efea",NA,"953378","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"Moist tropical forest.",NA,NA,"Reserva Forestal Carite.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"9824",NA,NA,NA,"1640 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/647/v-247-00953378.jpg"
"1930006196","Eugenia borinquensis Britton",18.27,-65.75,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:04.254+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE","1990-01-01T00:00:00",NA,"NORTH_AMERICA",NA,1988,1,14,"1988-01-14",14,14,NA,"2024-07-21T05:16:04.254+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999951","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"9e8a8f1f-9dda-44ea-af1e-567ba5cc2a0a","none","none",FALSE,"Vascular plants","B. M. Boom","S. Moestl","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","9e8a8f1f-9dda-44ea-af1e-567ba5cc2a0a",NA,"14 Jan 1988",NA,"NY","1930006196","9e8a8f1f-9dda-44ea-af1e-567ba5cc2a0a",NA,"953388","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,"Caribbean National Forest. Pico del Este road.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"7993",NA,NA,NA,"3281 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/658/v-247-00953388.jpg"
"1503223398","Eugenia borinquensis Britton",18.2833,-65.7833,"cdc,gass84,incomis","af1b4db0-c8ce-4a95-b700-8a6a02bed9d6","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2024-01-26T19:01:55.931+00:00","2024-01-29T12:47:07.677+00:00",398,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1986,7,31,"1986-07-31",212,212,NA,"2024-01-29T12:47:07.677+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"11C757D3-0721-4D45-8528-FBA3031017AF","none","none",TRUE,NA,"B. M. Boom, C. Rivera",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"11C757D3-0721-4D45-8528-FBA3031017AF",NA,NA,"Caribbean National Forest; El Yunque tower road.","Herb","1503223398","11C757D3-0721-4D45-8528-FBA3031017AF",NA,"202418","USF",NA,NA,"216799","Eugenia borinquensis Britton",NA,700,"efc9e42f-509d-47fe-a30a-1bbd7ac8ba31",NA,NA,NA,NA,NA,"Caribbean National Forest; El Yunque tower road.",NA,NA,"Plantae | Dicots | Myrtaceae",NA,NA,"6799","{""habit"":""Tree 5 m tall; flowers white.""}",NA,NA,"700 m",NA,"urn:lsid:biocol.org:col:15638","ICN","en","PhysicalObject",NA,NA,NA,NA,NA,"Puerto Rico|Rio Grande Mun.","Rio Grande Mun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.plantatlas.org/img/specimens/USF/202418.jpg"
"1930307240","Eugenia borinquensis Britton",18.127934,-66.076,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:09.552+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE","1979-01-01T00:00:00",NA,"NORTH_AMERICA",NA,1979,10,23,"1979-10-23",296,296,NA,"2024-07-21T05:16:09.552+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999073","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"b3aae6e2-9046-4339-a988-f390b843b933","none","none",TRUE,"Vascular plants","A. H. Liogier","A. H. Liogier","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","b3aae6e2-9046-4339-a988-f390b843b933",NA,"23 Oct 1979",NA,"NY","1930307240","b3aae6e2-9046-4339-a988-f390b843b933",NA,"953380","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"In moss forest.",NA,NA,"Guavate.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"29850",NA,NA,NA,"2625 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject","Google Earth",NA,NA,NA,NA,NA,NA,"2010-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/649/v-247-00953380.jpg"
"1929855910","Eugenia borinquensis Britton",18.276342,-65.764588,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:21.883+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1967,8,25,"1967-08-25",237,237,NA,"2024-07-21T05:14:21.883+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999908","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"93d96386-cab0-494c-a31e-cfda1d7fd8da","none","none",TRUE,"Vascular plants","R. A. Howard",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","93d96386-cab0-494c-a31e-cfda1d7fd8da",NA,"25 Aug 1967",NA,"NY","1929855910","93d96386-cab0-494c-a31e-cfda1d7fd8da",NA,"953387","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"Moist forest.",NA,NA,"Pico del Oeste, Sierra de Luquillo.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"16631",NA,NA,NA,"3346 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject","Google Earth",NA,NA,NA,NA,NA,NA,"2010-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/657/v-247-00953387.jpg"
"1931094715","Eugenia borinquensis Britton",18.103623,-66.051048,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:53.718+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1963,6,28,"1963-06-28",179,179,NA,"2024-07-21T05:14:53.718+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999527","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"eb62d5b1-06dd-468d-9d9c-7559be422650","none","none",TRUE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","eb62d5b1-06dd-468d-9d9c-7559be422650",NA,"28 Jun 1963",NA,"NY","1931094715","eb62d5b1-06dd-468d-9d9c-7559be422650",NA,"953381","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"Dense forest, very humid.",NA,NA,"Guavate State Forest.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"9787",NA,NA,NA,"2625 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject","Google Earth",NA,NA,NA,NA,NA,NA,"2010-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/650/v-247-00953381.jpg"
"1928007953","Eugenia borinquensis Britton",18.296076,-65.781006,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:11.024+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1963,8,7,"1963-08-07",219,219,NA,"2024-07-21T05:13:11.024+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999905","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"10ff5846-32bc-42e3-a2a8-b6c30410e60a","none","none",TRUE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","10ff5846-32bc-42e3-a2a8-b6c30410e60a",NA,"07 Aug 1963",NA,"NY","1928007953","10ff5846-32bc-42e3-a2a8-b6c30410e60a",NA,"953386","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"Wet woods.",NA,NA,"Luquillo Mts.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"10070",NA,NA,NA,"2953 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject","Google Earth",NA,NA,NA,NA,NA,NA,"2010-07-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/656/v-247-00953386.jpg"
"1930556921","Eugenia borinquensis Britton",18.094398,-66.093714,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:17.114+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416584,6,7707728,220,690,5014,3177662,5416584,5416584,"Eugenia borinquensis Britton","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia borinquensis","Eugenia","borinquensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1952,8,19,"1952-08-19",232,232,NA,"2024-07-21T05:16:17.114+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999766","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"c54890ff-5e3e-4cc3-a89d-6f6dde8032d3","none","none",TRUE,"Vascular plants","E. L. Little Jr.",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","c54890ff-5e3e-4cc3-a89d-6f6dde8032d3",NA,"19 Aug 1952",NA,"NY","1930556921","c54890ff-5e3e-4cc3-a89d-6f6dde8032d3",NA,"953384","NY",NA,NA,NA,"Eugenia borinquensis Britton",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"Mountain forest.",NA,NA,"Cerro Lucero, Carite Forest.",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"14869",NA,NA,NA,"2800 ft","sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","en","PhysicalObject","Google Earth",NA,NA,NA,NA,NA,NA,"2009-11-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/653/v-247-00953384.jpg"
