"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","isInCluster","recordedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","georeferenceProtocol","municipality","locality","eventRemarks","collectionCode","gbifID","occurrenceID","taxonRemarks","catalogNumber","higherClassification","name","identifiedBy","decimalLatitude","decimalLongitude","geodeticDatum","stateProvince","modified","references","institutionKey","collectionKey","associatedOccurrences","http...unknown.org.recordID","county","taxonID","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","collectionID","otherCatalogNumbers","verbatimEventDate","georeferenceRemarks","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","individualCount","lifeStage","datasetName","institutionID","preparations","rightsHolder","informationWithheld","nomenclaturalCode","verbatimLocality","disposition","locationRemarks","previousIdentifications","ownerInstitutionCode","reproductiveCondition","islandGroup","island","elevationAccuracy","infraspecificEpithet","dateIdentified","fieldNumber","language","type","identificationID","organismID","accessRights","georeferencedDate","verbatimElevation","associatedTaxa","nomenclaturalStatus","bibliographicCitation","identificationQualifier","distanceFromCentroidInMeters","dynamicProperties","identificationRemarks","typeStatus","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","verbatimIdentification","locationID","eventID","verbatimTaxonRank","datasetID","fieldNotes","footprintSRS","typifiedName","media_url","license"
"1928645488","Calyptranthes pallens (Poir.) Griseb.","gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:41.257+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,NA,1994,5,22,"1994-05-22",142,142,"2024-07-21T05:13:41.257+00:00",FALSE,"3e1331cc-cfb9-47c8-a089-7052487f8db5","none","none",FALSE,"F. S. Axelrod","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","7780","3e1331cc-cfb9-47c8-a089-7052487f8db5","Wet forest in limestone hills.",NA,NA,"Bo. Coto, along road to El Túnel.",NA,"NY","1928645488","3e1331cc-cfb9-47c8-a089-7052487f8db5",NA,"946235",NA,"Calyptranthes pallens (Poir.) Griseb.",NA,18.4764,-66.9875,"WGS84","Isabela",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1012659","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,"NY",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"22 May 1994",NA,NA,NA,NA,"Google Earth",NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","sheet","The New York Botanical Garden",NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"2008","16 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/482/v-247-00946235.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"912287339","Calyptranthes pallens (Poir.) Griseb.","cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:21.973+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,"Las Tunas",1993,1,29,"1993-01-29T00:00",29,29,"2024-08-02T01:15:21.973+00:00",FALSE,"K000331947","none","none",FALSE,"Rico, L.; Barreto, A.; Beyra, A.; Verdecia, R.; Windsor-Shaw, T.","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","EUROPE","1137","K000331947","Suel carzo costero, bosque microfilo.","label","Las Tunas","10km al N de Lora, 3km al S de Palya Herradura.","Shrub 2m.","Herbarium","912287339","http://specimens.kew.org/herbarium/K000331947",NA,"K000331947","Myrtaceae","Calyptranthes pallens (Poir.) Griseb.","Lucas, E.; Murray-Smith, C.",21.166667,-76.5,"WGS84",NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/f685beec2644430c9c9faaf5faec5b45.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"4519391939","Calyptranthes pallens (Poir.) Griseb.","cdc,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.385+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",1300,"NORTH_AMERICA",NA,NA,1993,5,11,"1993-05-11T00:00",131,131,"2024-08-02T01:14:48.385+00:00",FALSE,"K000812372","none","none",TRUE,"Haber, W.; Zuchowski, W.","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","11484","K000812372","Pacific slope moist forest.","Label",NA,"Cordillera de Tilaran. Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal.","Tree, 15m, low forest on narrow ridge.  Flowers spent, some have already developed into yellow, red and black fruit-like galls.","Herbarium","4519391939","http://specimens.kew.org/herbarium/K000812372",NA,"K000812372","Myrtaceae","Calyptranthes pallens (Poir.) Griseb.","Holst, B.K.",10.3,-84.8,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/0928fa8cbc1cd276a848d0eb3bb73894.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2270673122","Calyptranthes pallens (Poir.) Griseb.","cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.553+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",2.5,"NORTH_AMERICA","none",NA,1993,9,23,"1993-09-23",266,266,"2024-08-01T20:02:05.553+00:00",FALSE,"761579","none","none",FALSE,"J. Gonzalez; B. Moncion y el grupo Itec Ecologico '93.","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","687","761579","lagunas de sustrato rocoso.",NA,NA,"Rep. Dominicana: Prov. La Altagracia: Punta Cana. 'Sendero Natural', entrando por la costa a 1.7km al NW de la Administracion del Hotel 'Punta Cana Beach Resort', separado por una maya ciclona de dicho complejo y con varias lagunas que bodean su trayecto.",NA,"Plants","2270673122","e761134e-ac28-4d6b-bfe8-d495e8328a17",NA,"ASU0008854","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes pallens (Poir.) Griseb.",NA,18.5833,-68.3,"WGS84","La Altagracia","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=761579","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"e761134e-ac28-4d6b-bfe8-d495e8328a17",NA,"33804","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbol de 8m; fruto verde.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191","255521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruits",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Guaiacum|ecologicallyOccursWith: Capparis|ecologicallyOccursWith: Eugenia y Conocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008854_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"3897767582","Myrcia neopallens A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:01.398+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10841740,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Myrcia","neopallens","SPECIES","ACCEPTED","NE",1050,"NORTH_AMERICA",NA,"North America - Neotropics, Mexico, Oaxaca",1991,6,27,"1991-06-27",178,178,"2024-08-02T12:41:01.398+00:00",FALSE,"http://n2t.net/ark:/65665/34b235234-094d-4ed1-b041-2503613b9d58","none","none",TRUE,"A. Campos V.","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","3738","http://n2t.net/ark:/65665/34b235234-094d-4ed1-b041-2503613b9d58",NA,NA,NA,"Mun. Guevea de Humboldt. Dto. Tehuantepec. Cerro Picacho, 3 Km al E de La Cumbre, que esta a 13.5 Km al N de Guevea de Humboldt.",NA,"US","3897767582","http://n2t.net/ark:/65665/34b235234-094d-4ed1-b041-2503613b9d58",NA,"US 3747739","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Myrcia neopallens A.R.Lourenço & E.Lucas",NA,16.82,-95.37,"WGS84","Oaxaca","2023-11-13T14:38:00.000+00:00",NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,NA,NA,NA,"US",NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,1,NA,"NMNH Extant Biology","urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3dedb9631-1f06-4801-85f7-81fbdd9db113","http://creativecommons.org/licenses/by-sa/3.0/"
"2270573496","Calyptranthes pallens (Poir.) Griseb.","cdc,gass84,iddativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.529+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",1100,"NORTH_AMERICA",NA,NA,1990,11,2,"1990-11-02",306,306,"2024-08-01T20:02:17.529+00:00",FALSE,"5357910","none","none",TRUE,"Carlos Chavez","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","337","5357910",NA,NA,NA,"Parque Nacional, Estacion Cacao",NA,"Plants","2270573496","04e2064d-6418-4515-80cf-cb35ab6c1745",NA,"ASU0080796","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes pallens (Poir.) Griseb.","B. K. Holst",10.929167,-85.470833,"WGS84","Guanacaste","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5357910","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"04e2064d-6418-4515-80cf-cb35ab6c1745",NA,"33804","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto de 4 m. Frutos inmaduros rojizos","waltola64","a2e32c87-d320-4a01-bafd-a9182ae2e191","289827","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1100 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0080/ASU0080796_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"912286323","Calyptranthes pallens (Poir.) Griseb.","cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:34.480+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",1100,NA,"none",NA,1989,6,14,"1989-06-14T00:00",165,165,"2024-08-02T01:14:34.480+00:00",FALSE,"K000330921","none","none",FALSE,"Jimenez, Q.","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","701","K000330921","Creciendo en bosque achaparrado.","label",NA,"Cecilla, la Cruz Estacion Pitilla, Cero Orosilitio.","Treelet 6m x 15cm.","Herbarium","912286323","http://specimens.kew.org/herbarium/K000330921",NA,"K000330921","Myrtaceae","Calyptranthes pallens (Poir.) Griseb.","Jimenez, Q.",10.95,-83.45,"WGS84",NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/83b87984e4dd00a51543cd3a12cd72d9.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2236030954","Myrcia neopallens A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:48.476+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10841740,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Myrcia","neopallens","SPECIES","ACCEPTED","NE",900,"NORTH_AMERICA",NA,"Central America - Neotropics, Costa Rica, Alajuela",1988,7,13,"1988-07-13",195,195,"2024-08-02T12:39:48.476+00:00",FALSE,"http://n2t.net/ark:/65665/3a58f218c-11bc-46d8-9cde-c3a636932315","none","none",TRUE,"E. Bello C.","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","170","http://n2t.net/ark:/65665/3a58f218c-11bc-46d8-9cde-c3a636932315",NA,NA,NA,"Alajuela: Reserva Monteverde, Río Peñas Blancas, Vertiente Atlántica.",NA,"US","2236030954","http://n2t.net/ark:/65665/3a58f218c-11bc-46d8-9cde-c3a636932315",NA,"US 3643276","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Myrcia neopallens A.R.Lourenço & E.Lucas",NA,10.3,-84.73,"WGS84","Alajuela","2023-11-13T13:22:00.000+00:00",NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,NA,NA,NA,"US",NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,1,NA,"NMNH Extant Biology","urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3099b449b-793e-48d8-b85b-3fc7a00c6acf","http://creativecommons.org/licenses/by-sa/3.0/"
"2270559053","Calyptranthes pallens (Poir.) Griseb.","cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.231+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",250,"NORTH_AMERICA",NA,NA,1987,3,5,"1987-03-05",64,64,"2024-08-01T20:02:16.231+00:00",FALSE,"3101495","none","none",TRUE,"Gerrit Davidse; Alan E. Brant","Magnoliopsida","BZ","none","none","LATIN_AMERICA","Belize","NORTH_AMERICA","32160","3101495","Limestone hills with short deciduous forest.",NA,NA,"Solomon Camp, vicinity of the junction of Richardson Creek and Bladen Branch, foothills of the Maya Mountains.",NA,"Plants","2270559053","d235a957-6a33-4705-8f7b-536939020f09",NA,"ASU0060534","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes pallens (Poir.) Griseb.","B. K. Holst & M. L. Kawasaki",16.533333,-88.75,"WGS84","Toledo","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101495","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"d235a957-6a33-4705-8f7b-536939020f09",NA,"33804","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Tree 4 m tall; flowers white, fragrant.","alorozco","a2e32c87-d320-4a01-bafd-a9182ae2e191","279422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,"2005-01-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060534_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"4031556059","Calyptranthes pallens (Poir.) Griseb.","cdround,gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,"c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:15:24.477+00:00",340,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",250,"NORTH_AMERICA",NA,NA,1987,3,5,"1987-03-05",64,64,"2024-08-02T20:15:24.477+00:00",FALSE,"urn:catalog:MO:Tropicos:101495732","none","none",TRUE,"Gerrit Davidse|Alan E. Brant","Magnoliopsida","BZ","none","none","LATIN_AMERICA","Belize","NORTH_AMERICA","Davidse 32160","urn:catalog:MO:Tropicos:101495732",NA,NA,NA,"Solomon Camp, vicinity of the junction of Richardson Creek and Bladen Branch, foothills of the Maya Mountains.",NA,"Tropicos","4031556059","urn:catalog:MO:Tropicos:101495732",NA,"101495732",NA,"Calyptranthes pallens (Poir.) Griseb.","B.K. Holst & M.L. Kawasaki",16.533333,-88.75,"WGS84","Toledo","2022-12-03T20:46:00.000+00:00",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,NA,NA,NA,"22101805","MO",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,7,NA,"Tropicos",NA,NA,"Missouri Botanical Garden",NA,"ICNafp",NA,NA,NA,NA,"MOBOT",NA,NA,NA,170,NA,"2005-01-01T00:00:00","87-6",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,"Legitimate","http://www.tropicos.org/Specimen/101495732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100524000/27C253AE-6771-46CA-B268-74738DE2BE3A.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"1260448166","Calyptranthes pallens (Poir.) Griseb.","cdround,gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,"c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:16:01.348+00:00",340,"PRESERVED_SPECIMEN","PRESENT",3181673,6,7707728,220,690,5014,3173889,10841740,10841740,"Myrcia neopallens A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neopallens","Calyptranthes","pallens","SPECIES","SYNONYM","NE",50,"NORTH_AMERICA",NA,NA,1987,3,20,"1987-03-20",79,79,"2024-08-02T20:16:01.348+00:00",FALSE,"urn:catalog:MO:Tropicos:306946","none","none",FALSE,"Gerrit Davidse|Alan E. Brant","Magnoliopsida","BZ","none","none","LATIN_AMERICA","Belize","NORTH_AMERICA","Davidse 32819","urn:catalog:MO:Tropicos:306946",NA,NA,NA,"Between London and Carmelita along the old Northern Highway between Orange Walk and Maskall; Eleocharis marsh surrounded by Acoelorraphe palm and brushy savanna.",NA,"Tropicos","1260448166","urn:catalog:MO:Tropicos:306946",NA,"306946",NA,"Calyptranthes pallens (Poir.) Griseb.","B.K. Holst (SEL) & M.L. Kawasaki (F)",17.983333,-88.466667,"WGS84","Orange Walk","2015-09-03T08:12:00.000+00:00",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,NA,NA,NA,"22101805","MO",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,3,NA,"Tropicos",NA,NA,"Missouri Botanical Garden",NA,"ICNafp",NA,NA,NA,NA,"MOBOT",NA,NA,NA,NA,NA,"2005-01-01T00:00:00",NA,NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,"Legitimate","http://www.tropicos.org/Specimen/306946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100524000/B0FA6773-C6CD-47DC-A91B-E4279A01A047.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
