"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","networkKeys","elevation","institutionKey","collectionKey","preparations","institutionID","fieldNotes","county","fieldNumber","projectId","individualCount","elevationAccuracy","eventRemarks","nomenclaturalStatus","recordNumber","nomenclaturalCode","locality","type","ownerInstitutionCode","bibliographicCitation","collectionID","datasetID","recordedByIDs.type","recordedByIDs.value","eventID","habitat","language","verbatimIdentification","accessRights","higherClassification","gadm","identifiedByIDs.type","identifiedByIDs.value","locationRemarks","otherCatalogNumbers","dynamicProperties","municipality","occurrenceRemarks","higherGeography","media_url","license"
"4520877563","Eugenia brongniartiana Guillaumin",-22.2953,166.7122,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:24.116+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE","2004-07-01T00:00:00","OCEANIA","Grand Terre, Province Sud",2004,7,7,"2004-07-07",189,189,"2023-04-28T00:36:00.000+00:00","2024-07-30T01:23:24.116+00:00","https://collections.tepapa.govt.nz/object/1393185",FALSE,"tepapa:collection/object/1393185","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Jérôme Munzinger|G Dagostini|A Oddi","Jérôme Munzinger","WGS84","Magnoliopsida","NC",NA,NA,"OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1393185",NA,"07 Jul 2004",NA,"WELT","4520877563","tepapa:collection/object/1393185",NA,"SP102227","NMNZ",NA,NA,"tepapa:collection/identification/1393185/74054","Eugenia brongniartiana Guillaumin",NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Map co-ordinates are written on sheet but may be derived.]",NA,NA,NA,NA,NA,NA,NA,"2194","ICBN","Forêt anaïs 2, route Prony, contrebas du col de N'Go. [Forest anaïs 2, Prony road, below the pass N'Go]","PhysicalObject","NMNZ",NA,"https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/dataset/plants","WIKIDATA","https://www.wikidata.org/wiki/Q18986966","tepapa:collection/fieldcollection/266004",NA,"en","Eugenia brongniartiana Guillaumin","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | brongniartiana",NA,"WIKIDATA","https://www.wikidata.org/wiki/Q18986966",NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/706075/preview","http://creativecommons.org/licenses/by/4.0/"
"438825815","Eugenia brongniartiana Guillaumin",-21.74151,166.36928,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:56.573+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,2001,11,27,"2001-11-27",331,331,"2015-09-05T09:39:49.000+00:00","2024-07-31T15:50:56.573+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239554","none","none",TRUE,NA,"Munzinger, J.K.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239554",NA,NA,"Port Bouquet, Rivière Koum, Haute Koum","P","438825815","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239554",NA,"P00239554","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",80,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 3,5 mètres, fleurs blanches caulinaires",NA,"1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441420534921vz36pE4rSB3Z8mgT","http://creativecommons.org/licenses/by/4.0/"
"694618717","Eugenia brongniartiana Guillaumin",-21.45351,165.68798,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:35.965+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1992,4,28,"1992-04-28",119,119,"2015-09-05T03:50:57.000+00:00","2024-07-31T15:50:35.965+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094241","none","none",TRUE,NA,"Jaffré, T.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094241",NA,NA,"Col de Plum","P","694618717","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094241",NA,"P05094241","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste 1,5m à 2m",NA,"3142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441421522411hBNC1eGq7aAwSbdt","http://creativecommons.org/licenses/by/4.0/"
"1212579354","Eugenia brongniartiana Guillaumin",-21.45351,165.68798,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:22.616+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1992,5,9,"1992-05-09",130,130,"2015-10-26T17:41:50.000+00:00","2024-07-31T15:50:22.616+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089784","none","none",TRUE,NA,"Jaffré, T.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089784",NA,NA,"Paita : propriété Bernanos","P","1212579354","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089784",NA,"P02089784","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 2 à 3 mètres, fleurs blanches",NA,"3145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453326804559gB9E6EY7KceEKjRu","http://creativecommons.org/licenses/by/4.0/"
"2631326306","Eugenia brongniartiana Guillaumin",-22.15556,166.90194,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.828+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1991,2,19,"1991-02-19",50,50,"2017-05-23T14:16:34.000+00:00","2024-07-31T15:50:16.828+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918843","none","none",FALSE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918843",NA,NA,"Yaté","P","2631326306","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918843",NA,"P00918843","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",150,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste grêle élancé de 5 mètres; feuilles vert foncé brillant en dessus, vert clair en dessous ; inflorescences tout le long de la tige jusqu' à 2 mètres; boutons floraux blancs; fruits verts",NA,"45327",NA,NA,NA,"A l'ombre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050901894X7P5tZ2bBkF3JCmz","http://creativecommons.org/licenses/by/4.0/"
"2805475301","Eugenia brongniartiana Guillaumin",-22.15556,166.90194,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.788+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1991,2,19,"1991-02-19",50,50,"2023-04-19T10:40:39.000+00:00","2024-07-31T15:50:16.788+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919104","none","none",FALSE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919104",NA,NA,"Yaté","P","2805475301","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919104",NA,"P00919104","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",150,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste grêle élancé de 5 mètres; feuilles vert foncé brillant en dessus, vert clair en dessous ; inflorescences tout le long de la tige jusqu' à 2 mètres; boutons floraux blancs; fruits verts",NA,"45327",NA,NA,NA,"A l'ombre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050930169G3wBNQVcjhtZ026G","http://creativecommons.org/licenses/by/4.0/"
"2631315307","Eugenia brongniartiana Guillaumin",-20.42222,164.21778,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.553+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1987,2,19,"1987-02-19",50,50,"2020-06-05T16:16:45.000+00:00","2024-07-31T15:50:16.553+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918835","none","none",FALSE,NA,"MacKee, H.S.|Bégaud, Leg : J.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918835",NA,NA,"Néhoué","P","2631315307","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918835",NA,"P00918835","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",10,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste cauliflore de 5 mètres ; fruits blancs",NA,"43455",NA,NA,NA,"Fruits mangés par le pigeon vert (Drepanophila holosericea)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050901590zHye9tWnSCKoVBhw","http://creativecommons.org/licenses/by/4.0/"
"2805433301","Eugenia brongniartiana Guillaumin",-20.42222,164.21778,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:55.545+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1987,2,19,"1987-02-19",50,50,"2023-05-03T17:36:20.000+00:00","2024-07-31T15:50:55.545+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918984","none","none",FALSE,NA,"MacKee, H.S.|Bégaud, Leg : J.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918984",NA,NA,"Néhoué","P","2805433301","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918984",NA,"P00918984","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",10,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste cauliflore de 5 mètres ; fruits blancs",NA,"43455",NA,NA,NA,"Fruits mangés par le pigeon vert (Drepanophila holosericea)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050915964JHj1QxWQMBHJyjTB","http://creativecommons.org/licenses/by/4.0/"
"2631322309","Eugenia brongniartiana Guillaumin",-22.08722,166.13167,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.802+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1986,3,29,"1986-03-29",88,88,"2017-05-23T14:16:34.000+00:00","2024-07-31T15:50:16.802+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918846","none","none",FALSE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918846",NA,NA,"Tontouta : Uitoé","P","2631322309","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918846",NA,"P00918846","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",60,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste élancé de 3 mètres ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fleurs blanches en inflorescences cauliflores pauciflores",NA,"43063",NA,NA,NA,"Localements abondant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050902444m5BoR8hQSjUXV0Sn","http://creativecommons.org/licenses/by/4.0/"
"2805473301","Eugenia brongniartiana Guillaumin",-22.08722,166.13167,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.536+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1986,3,29,"1986-03-29",88,88,"2020-07-06T17:55:30.000+00:00","2024-07-31T15:50:16.536+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919103","none","none",FALSE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919103",NA,NA,"Tontouta : Uitoé","P","2805473301","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919103",NA,"P00919103","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",60,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste élancé de 3 mètres ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fleurs blanches en inflorescences cauliflores pauciflores",NA,"43063",NA,NA,NA,"Localements abondant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050929886uUhpEoPzZMgNSJ3m","http://creativecommons.org/licenses/by/4.0/"
"2631321310","Eugenia brongniartiana Guillaumin",-22.15556,166.90194,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.620+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1986,7,20,"1986-07-20",201,201,"2017-05-23T14:16:34.000+00:00","2024-07-31T15:50:16.620+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918845","none","none",FALSE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918845",NA,NA,"Yaté","P","2631321310","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918845",NA,"P00918845","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",100,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste élancé de 1,5 m ; feuilles vert foncé brillant en dessus, vert clair jaunâtre en dessous ; fruits sur le vieux bois, vert teinté de rouge",NA,"43194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050902122RRnW22vR51Zd9fkg","http://creativecommons.org/licenses/by/4.0/"
"2805472301","Eugenia brongniartiana Guillaumin",-22.15556,166.90194,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.556+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416569,6,7707728,220,690,5014,3177662,5416569,5416569,"Eugenia brongniartiana Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia brongniartiana","Eugenia","brongniartiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1986,7,20,"1986-07-20",201,201,"2020-07-06T17:55:28.000+00:00","2024-07-31T15:50:16.556+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919102","none","none",FALSE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919102",NA,NA,"Yaté","P","2805472301","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919102",NA,"P00919102","MNHN",NA,NA,NA,"Eugenia brongniartiana Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",100,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste élancé de 1,5 m ; feuilles vert foncé brillant en dessus, vert clair jaunâtre en dessous ; fruits sur le vieux bois, vert teinté de rouge",NA,"43194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594050929658vMGH6LVSiziiAISx","http://creativecommons.org/licenses/by/4.0/"
