"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","individualCount","gadm","georeferenceProtocol","eventRemarks","preparations","typeStatus","organismID","accessRights","samplingProtocol","verbatimCoordinateSystem","disposition","fieldNotes","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","media_url","license"
"575065484","Legrandia concinna (Phil.) Kausel",-35.411667,-71.024722,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.465+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,23,"2003-01-23",23,23,NA,"2024-07-30T17:31:58.465+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158551","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158551",NA,NA,"23rd January 2003",NA,"E","575065484","https://data.rbge.org.uk/herb/E00158551",NA,"E00158551","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",724,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","48","Forest dominated by Nothofagus dombey., N. obliqu., N. nervos., Laurelia semperviren., Quillaja saponaria and Cryptocarya alb.. Legrandia frequent within certain areas, mainly as suckering shrub in mid-canopy","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Talca:Radal:Fundo el Toro, owned by Don Germain Adasme. On the northern border of Parque Nacional Radal Siete Tazas. Alongside Estero los Mosquitos; 2km from main road to the Park to an area called Radal.","Talca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170998","724m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158551/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575282995","Legrandia concinna (Phil.) Kausel",-35.412222,-71.025278,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.638+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,23,"2003-01-23",23,23,NA,"2024-07-30T17:31:58.638+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158570","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158570",NA,NA,"23rd January 2003",NA,"E","575282995","https://data.rbge.org.uk/herb/E00158570",NA,"E00158570","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",716,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","57","Forest dominated by Nothofagus dombey., N. obliqu., N. nervos., Laurelia semperviren., Quillaja saponaria and Cryptocarya alb.. Legrandia frequent within certain areas, mainly as suckering shrub in mid-canopy","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Talca:Radal:Fundo el Toro, owned by Don Germain Adasme. On the northern border of Parque Nacional Radal Siete Tazas. Alongside Estero los Mosquitos; 2km from main road to the Park to an area called Radal.","Talca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","169039","716m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158570/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575084714","Legrandia concinna (Phil.) Kausel",-36.325,-71.403889,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.593+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,30,"2003-01-30",30,30,NA,"2024-07-30T17:31:58.593+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158574","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158574",NA,NA,"30th January 2003",NA,"E","575084714","https://data.rbge.org.uk/herb/E00158574",NA,"E00158574","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",700,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","321","Moist flat area around small estero, close to larger river. Forest dominated by Nothofagus obliqu., N. glauc., Aextoxicon punctatum and Peumus boldu.. Austrocedrus chilensis sporadic and Podocarpus salignus locally dominant  in surrounding area","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Linares:Bullileo:East of Laguna El Amargo.","Linares","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170654","700m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158574/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"574786382","Legrandia concinna (Phil.) Kausel",-36.583333,-71.455833,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.502+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Ñuble",2003,1,31,"2003-01-31",31,31,NA,"2024-07-30T17:31:58.502+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158601","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158601",NA,NA,"31st January 2003",NA,"E","574786382","https://data.rbge.org.uk/herb/E00158601",NA,"E00158601","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",727,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","371","East-facing flatter and moister areas above estero dominated by Nothofagus glauca N. dombey., Laurelia semperviren., Persea lingue and Luma apiculat..;  Vegetation: Mainly Laurelia semperviren., Luma apiculat., Persea lingue and Nothofagus obliqua with Nothofagus glauca in drier areas","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Provincia de Ñuble:San Carlos:Fundo Bullileo, along the Estero Bullileo","Punilla","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170667","727m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158601/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575084713","Legrandia concinna (Phil.) Kausel",-36.325,-71.403889,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.471+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,30,"2003-01-30",30,30,NA,"2024-07-30T17:31:58.471+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158609","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158609",NA,NA,"30th January 2003",NA,"E","575084713","https://data.rbge.org.uk/herb/E00158609",NA,"E00158609","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",700,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","311","Moist flat area around small estero, close to larger river. Forest dominated by Nothofagus obliqu., N. glauc., Aextoxicon punctatum and Peumus boldu.. Austrocedrus chilensis sporadic and Podocarpus salignus locally dominant  in surrounding area","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN",NA,"Linares","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170653","700m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158609/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575280549","Legrandia concinna (Phil.) Kausel",-35.411667,-71.024722,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.619+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,23,"2003-01-23",23,23,NA,"2024-07-30T17:31:58.619+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158626","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158626",NA,NA,"23rd January 2003",NA,"E","575280549","https://data.rbge.org.uk/herb/E00158626",NA,"E00158626","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",724,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","47","Forest dominated by Nothofagus dombey., N. obliqu., N. nervos., Laurelia semperviren., Quillaja saponaria and Cryptocarya alb.. Legrandia frequent within certain areas, mainly as suckering shrub in mid-canopy","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Talca:Radal:Fundo el Toro, owned by Don Germain Adasme. On the northern border of Parque Nacional Radal Siete Tazas. Alongside Estero los Mosquitos; 2km from main road to the Park to an area called Radal.","Talca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","171029","724m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158626/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575250144","Legrandia concinna (Phil.) Kausel",-35.408889,-71.014722,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.596+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,24,"2003-01-24",24,24,NA,"2024-07-30T17:31:58.596+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158637","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158637",NA,NA,"24th January 2003",NA,"E","575250144","https://data.rbge.org.uk/herb/E00158637",NA,"E00158637","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",907,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","125","Dense forest dominated by Nothofagus dombey., N. obliqu., Aextoxicon punctatu., Laurelia sempervirens and  Lomatia dentat..   Lagrandia site ca. 50 x 50 m in area.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Talca:Slopes 50m above Quebrada El Maquis in Predio Los Maquis. 4km from main road to Parque Nacional Radal Siete Tazas; 2 km from first _Legrandia_ population","Talca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","171030","907m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158637/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"574816878","Legrandia concinna (Phil.) Kausel",-35.411667,-71.024444,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.497+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Maule",2003,1,23,"2003-01-23",23,23,NA,"2024-07-30T17:31:58.497+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158668","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158668",NA,NA,"23rd January 2003",NA,"E","574816878","https://data.rbge.org.uk/herb/E00158668",NA,"E00158668","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",706,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","43","Forest dominated by Nothofagus dombey., N. obliqu., N. nervos., Laurelia semperviren., Quillaja saponaria and Cryptocarya alb.. Legrandia frequent within certain areas, mainly as suckering shrub in mid-canopy","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Talca:Radal:Fundo el Toro, owned by Don Germain Adasme. On the northern border of Parque Nacional Radal Siete Tazas. Alongside Estero los Mosquitos; 2km from main road to the Park to an area called Radal.","Talca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","169038","706m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158668/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"574909697","Legrandia concinna (Phil.) Kausel",-36.690556,-71.659444,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.494+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Ñuble",2003,2,2,"2003-02-02",33,33,NA,"2024-07-30T17:31:58.494+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158596","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158596",NA,NA,"2nd February 2003",NA,"E","574909697","https://data.rbge.org.uk/herb/E00158596",NA,"E00158596","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",895,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","450","Area bordering remnant native fragment - replanted with Pinus radiata (third generation since original forest was cut). Open aspect.;  Vegetation: Dominant natives include Nothofagus nervos., N. obliqua and Gevuina avellana","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Provincia de Ñuble:Fundo José Miguel Carrera, (Forestal CELCO); along the road from Minas del Prado to the 4th hijuela","Provincia de Ñuble","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170726","895m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158596/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"574909696","Legrandia concinna (Phil.) Kausel",-36.692778,-71.6575,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.473+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5416245,6,7707728,220,690,5014,3177601,5416245,5416245,"Legrandia concinna (Phil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Legrandia","Legrandia concinna","Legrandia","concinna","SPECIES","ACCEPTED","EN",NA,NA,"SOUTH_AMERICA","Ñuble",2003,2,2,"2003-02-02",33,33,NA,"2024-07-30T17:31:58.473+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00158597","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158597",NA,NA,"2nd February 2003",NA,"E","574909696","https://data.rbge.org.uk/herb/E00158597",NA,"E00158597","RBGE",NA,NA,NA,"Legrandia concinna (Phil.) Kausel","17abcf75-2f1e-46dd-bf75-a5b21dd02655",893,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","438","Four hectare fragment of disturbed native vegetation surrounded by Pinus radiat.. Native dominant species include Nothofagus nervos., N. obliqu., Gevuina avellan..;  Vegetation: Dominant natives include Nothofagus nervos., N. obliqua and Gevuina avellana","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Provincia de Ñuble:Fundo José Miguel Carrera, (Forestal CELCO); along the road from Minas del Prado to the 4th hijuela","Provincia de Ñuble","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","170725","893m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158597/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
