image_name,leaf_id,pixel_distance
Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__1,10.360866566074645
Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__2,7.289909327282406
Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__3,10.349535690068516
Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__4,7.447893124904537
Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__1,6.231891285957809
Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__2,8.005016873116956
Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__3,11.881058711710642
Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__4,11.457803018031015
Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__5,6.793892036233675
Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__1,9.001549255544846
Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__2,12.585954473141877
Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__3,11.280514172678478
Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__4,11.554828254889738
Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__5,8.335393092110417
Abelia_macrotera_1927785426,Abelia_macrotera_1927785426__1,9.146379064963359
Abelia_macrotera_1927785426,Abelia_macrotera_1927785426__2,7.515556799066931
Abelia_macrotera_1990221484,Abelia_macrotera_1990221484__1,7.0729296538907915
Abelia_macrotera_1990221484,Abelia_macrotera_1990221484__2,5.131996590022321
Abelia_macrotera_1990221484,Abelia_macrotera_1990221484__3,5.340002340823457
Abelia_macrotera_1990221484,Abelia_macrotera_1990221484__4,6.562202374203344
Abelia_macrotera_1990221484,Abelia_macrotera_1990221484__5,6.001301942078902
Abuta_rufescens_1930383044,Abuta_rufescens_1930383044__1,42.240046827625726
Abuta_rufescens_1930383044,Abuta_rufescens_1930383044__2,47.02668450996731
Abuta_rufescens_1930950900,Abuta_rufescens_1930950900__1,41.948488506738926
Abuta_rufescens_1930950900,Abuta_rufescens_1930950900__2,33.15140457054572
Acer_distylum_1930543642,Acer_distylum_1930543642__1,13.57639381426442
Acer_distylum_1930543642,Acer_distylum_1930543642__2,17.6644063019395
Acer_distylum_1930543642,Acer_distylum_1930543642__3,14.909324900880094
Acer_distylum_1930585128,Acer_distylum_1930585128__1,19.986323448798682
Acer_distylum_1930585128,Acer_distylum_1930585128__2,16.450683876362103
Acer_distylum_4064832852,Acer_distylum_4064832852__1,9.764812466197187
Acer_distylum_4064832852,Acer_distylum_4064832852__2,12.937993971246279
Acer_grandidentatum_4912252275,Acer_grandidentatum_4912252275__1,17.406947262515974
Acer_grandidentatum_4912252275,Acer_grandidentatum_4912252275__2,14.379890472461883
Acer_grandidentatum_4912252275,Acer_grandidentatum_4912252275__3,13.694567828157103
Ackama_celebica_2517058304,Ackama_celebica_2517058304__1,8.976383960147839
Ackama_celebica_2517058304,Ackama_celebica_2517058304__2,8.725247159823041
